,t1_phon,t2_phon,phon,t1_gloss,t2_gloss,gloss,t1_orth,t2_orth,orth,t1_trans,t2_trans,trans
16,10.145991568301424,10.78168803219822,kɪ́-rɛ̄ɛ,10.145991568301424,10.78168803219822,PREP-REFL:3SG,9.405544562507686,12.84790158198445,"O men-a Deng kiree, ba jal yab ki gï käyø",9.405544562507686,12.84790158198445,"And Deng himself, is a man who knows how to look for fish/meat."
18,11.363699674076916,11.551170481124228,bǎa,11.363699674076916,11.551170481124228,NPRED,9.405544562507686,12.84790158198445,"O men-a Deng kiree, ba jal yab ki gï käyø",9.405544562507686,12.84790158198445,"And Deng himself, is a man who knows how to look for fish/meat."
19,11.551170481124228,11.852298598948304,ɟàal,11.551170481124228,11.852298598948304,man,9.405544562507686,12.84790158198445,"O men-a Deng kiree, ba jal yab ki gï käyø",9.405544562507686,12.84790158198445,"And Deng himself, is a man who knows how to look for fish/meat."
20,11.852298598948304,12.0668424918541,jáp,11.852298598948304,12.0668424918541,search:AGENTNOM,9.405544562507686,12.84790158198445,"O men-a Deng kiree, ba jal yab ki gï käyø",9.405544562507686,12.84790158198445,"And Deng himself, is a man who knows how to look for fish/meat."
21,12.0668424918541,12.186033543468431,kɪ́,12.0668424918541,12.186033543468431,PREP,9.405544562507686,12.84790158198445,"O men-a Deng kiree, ba jal yab ki gï käyø",9.405544562507686,12.84790158198445,"And Deng himself, is a man who knows how to look for fish/meat."
22,12.186033543468431,12.370779673470643,gìi,12.186033543468431,12.370779673470643,INDPRON:CS,9.405544562507686,12.84790158198445,"O men-a Deng kiree, ba jal yab ki gï käyø",9.405544562507686,12.84790158198445,"And Deng himself, is a man who knows how to look for fish/meat."
23,12.370779673470643,12.84790158198445,kʌ̀ʌʌjɔ,12.370779673470643,12.84790158198445,proteinrichfood,9.405544562507686,12.84790158198445,"O men-a Deng kiree, ba jal yab ki gï käyø",9.405544562507686,12.84790158198445,"And Deng himself, is a man who knows how to look for fish/meat."
25,14.296765664335313,14.391759600155828,kɪ̀,14.296765664335313,14.391759600155828,PREP,14.296765664335313,15.110530163517051,Ki paanani ,14.296765664335313,17.43227807026265,"In that village, people are cheating each other in relation to eating"
26,14.391759600155828,15.110530163517051,pāaan-ánɪ́,14.391759600155828,15.110530163517051,village:DEM-DEM,14.296765664335313,15.110530163517051,Ki paanani ,14.296765664335313,17.43227807026265,"In that village, people are cheating each other in relation to eating"
28,15.817023976822266,16.083012163491876,tɛ̀ɛɛt-ɔ,15.817023976822266,16.083012163491876,group-S,15.817023976822266,17.43227807026265,teedø buudh-a ri gen ki cam.,14.296765664335313,17.43227807026265,"In that village, people are cheating each other in relation to eating"
29,16.083012163491876,16.384284497372764,bût̪-áa,16.083012163491876,16.384284497372764,cheat:ITERAT-AGENTTOPIC,15.817023976822266,17.43227807026265,teedø buudh-a ri gen ki cam.,14.296765664335313,17.43227807026265,"In that village, people are cheating each other in relation to eating"
30,16.384284497372764,16.866048815065174,rɪ́-gɛ́n,16.384284497372764,16.866048815065174,REFL-PRON3PL,15.817023976822266,17.43227807026265,teedø buudh-a ri gen ki cam.,14.296765664335313,17.43227807026265,"In that village, people are cheating each other in relation to eating"
31,16.866048815065174,17.063388960964392,kɪ́,16.866048815065174,17.063388960964392,PREP,15.817023976822266,17.43227807026265,teedø buudh-a ri gen ki cam.,14.296765664335313,17.43227807026265,"In that village, people are cheating each other in relation to eating"
32,17.063388960964392,17.43227807026265,cám,17.063388960964392,17.43227807026265,eat:AGENTNOM,15.817023976822266,17.43227807026265,teedø buudh-a ri gen ki cam.,14.296765664335313,17.43227807026265,"In that village, people are cheating each other in relation to eating"
34,19.85960838717197,20.1665884456847,mɛ́n-āa,19.85960838717197,20.1665884456847,DEMPRON:CS-RELCOP,19.85960838717197,22.377357723012334,Men-a Deng gincaam gøle pa nyi bele.,19.85960838717197,22.377357723012334,"As for Deng, the food of his own house he never tastes."
35,20.1665884456847,20.44961049870627,dɛ̄ɛŋ,20.1665884456847,20.44961049870627,Deng,19.85960838717197,22.377357723012334,Men-a Deng gincaam gøle pa nyi bele.,19.85960838717197,22.377357723012334,"As for Deng, the food of his own house he never tastes."
36,20.44961049870627,20.965553621759668,gìncấaam,20.44961049870627,20.965553621759668,food:CS,19.85960838717197,22.377357723012334,Men-a Deng gincaam gøle pa nyi bele.,19.85960838717197,22.377357723012334,"As for Deng, the food of his own house he never tastes."
37,20.965553621759668,21.44051323231807,gɔ̄l-ɛ̄,20.965553621759668,21.44051323231807,compound:CS-POSS3SG,19.85960838717197,22.377357723012334,Men-a Deng gincaam gøle pa nyi bele.,19.85960838717197,22.377357723012334,"As for Deng, the food of his own house he never tastes."
39,21.762820757400718,21.873580326784204,pā,21.762820757400718,21.873580326784204,NEGPRES,19.85960838717197,22.377357723012334,Men-a Deng gincaam gøle pa nyi bele.,19.85960838717197,22.377357723012334,"As for Deng, the food of his own house he never tastes."
40,21.873580326784204,21.987912785502647,ɲí,21.873580326784204,21.987912785502647,HABIT,19.85960838717197,22.377357723012334,Men-a Deng gincaam gøle pa nyi bele.,19.85960838717197,22.377357723012334,"As for Deng, the food of his own house he never tastes."
41,21.987912785502647,22.377357723012334,bɛ̂l-ɛ̀,21.987912785502647,22.377357723012334,taste:PRES-3SG,19.85960838717197,22.377357723012334,Men-a Deng gincaam gøle pa nyi bele.,19.85960838717197,22.377357723012334,"As for Deng, the food of his own house he never tastes."
43,23.4417621440068,23.616774832613896,máa,23.4417621440068,23.616774832613896,because,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
44,23.616774832613896,23.72783436621985,ɲɪ́,23.616774832613896,23.72783436621985,HABIT,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
45,23.72783436621985,24.045797763871388,tóooŋ̀-à,23.72783436621985,24.045797763871388,divert:SPATIAL-DESTINATIONFOCUS,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
46,24.045797763871388,24.282754469370737,bɔ̀ɔlɪ́,24.045797763871388,24.282754469370737,frontside:PL:CS,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
47,24.282754469370737,24.695492641742,tjếeeŋ̄ à,24.282754469370737,24.695492641742,people:CS MDF,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
48,24.695492641742,24.922880801520613,kwôoŋɪ́,24.695492641742,24.922880801520613,dosomethingfirst:AMB,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
49,24.922880801520613,25.107340991259285,wʌ̀n̪-ɪ̀,24.922880801520613,25.107340991259285,arrive:SPATIAL-DVN,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
50,25.107340991259285,25.64922363455921,dï̄-pâac,25.107340991259285,25.64922363455921,center:CS-village:SG,23.4417621440068,25.64922363455921,Ma nyi tööng-a bøli tyëng-a kwöngi wänhi dïpac.,23.4417621440068,25.64922363455921,Because it is diverted towards put in front of the people who are first to reach the center of the village.
52,27.622560421568178,27.823589280916234,kấā,27.622560421568178,27.823589280916234,SEQ,27.622560421568178,28.273132545994216,Ka Deng ,27.622560421568178,30.05930323757833,"And then [ie, each time that happened] Deng used to complain to his wife."
53,27.823589280916234,28.273132545994216,Dɛ̄ɛŋ,27.823589280916234,28.273132545994216,Deng,27.622560421568178,28.273132545994216,Ka Deng ,27.622560421568178,30.05930323757833,"And then [ie, each time that happened] Deng used to complain to his wife."
55,29.23986879079784,29.56304902185728,cjếeek-ɛ̄,29.23986879079784,29.56304902185728,wife-POSS3SG,29.23986879079784,30.05930323757833,cyëge nyi gönye.,27.622560421568178,30.05930323757833,"And then [ie, each time that happened] Deng used to complain to his wife."
56,29.56304902185728,29.696401108399836,ɲɪ́,29.56304902185728,29.696401108399836,HABIT,29.23986879079784,30.05930323757833,cyëge nyi gönye.,27.622560421568178,30.05930323757833,"And then [ie, each time that happened] Deng used to complain to his wife."
57,29.696401108399836,30.05930323757833,gòɲ-ɛ́,29.696401108399836,30.05930323757833,complainabout:BENEF-3SG,29.23986879079784,30.05930323757833,cyëge nyi gönye.,27.622560421568178,30.05930323757833,"And then [ie, each time that happened] Deng used to complain to his wife."
59,32.652060749474515,32.80784311874979,cjʌ̂ŋ,32.652060749474515,32.80784311874979,day,32.652060749474515,33.32705140493991,Cyäng akyel,32.652060749474515,35.16119119869518,"One day, people went fishing."
60,32.80784311874979,33.32705140493991,ákjɛ̀ɛl,32.80784311874979,33.32705140493991,one,32.652060749474515,33.32705140493991,Cyäng akyel,32.652060749474515,35.16119119869518,"One day, people went fishing."
62,34.24002119508723,34.33301215594744,ɟɪ̀ɪ,34.24002119508723,34.33301215594744,people,34.24002119508723,35.16119119869518,ji akedhi be may.,32.652060749474515,35.16119119869518,"One day, people went fishing."
63,34.33301215594744,34.594229989922155,á-kɛ̂́t̪-ɪ̀,34.33301215594744,34.594229989922155,PAST-go-SPATIAL,34.24002119508723,35.16119119869518,ji akedhi be may.,32.652060749474515,35.16119119869518,"One day, people went fishing."
64,34.594229989922155,34.76049485883707,bēe,34.594229989922155,34.76049485883707,TO,34.24002119508723,35.16119119869518,ji akedhi be may.,32.652060749474515,35.16119119869518,"One day, people went fishing."
65,34.76049485883707,35.16119119869518,màaj,34.76049485883707,35.16119119869518,fish:AGENTNOM,34.24002119508723,35.16119119869518,ji akedhi be may.,32.652060749474515,35.16119119869518,"One day, people went fishing."
67,36.2185626362791,36.36373881006836,kāa,36.2185626362791,36.36373881006836,SEQ,36.2185626362791,37.76259935857127,Ka Deng ókëdø ki møøg me dwøng.,36.2185626362791,37.76259935857127,And then Deng spears a big eel.
68,36.36373881006836,36.68451093153028,dɛ̄ɛŋ,36.36373881006836,36.68451093153028,Deng,36.2185626362791,37.76259935857127,Ka Deng ókëdø ki møøg me dwøng.,36.2185626362791,37.76259935857127,And then Deng spears a big eel.
69,36.68451093153028,37.02399476007747,ʊ́-kèetɔ,36.68451093153028,37.02399476007747,PRES-spear:ANTIPASS,36.2185626362791,37.76259935857127,Ka Deng ókëdø ki møøg me dwøng.,36.2185626362791,37.76259935857127,And then Deng spears a big eel.
70,37.02399476007747,37.106860891455135,kɪ́,37.02399476007747,37.106860891455135,PREP,36.2185626362791,37.76259935857127,Ka Deng ókëdø ki møøg me dwøng.,36.2185626362791,37.76259935857127,And then Deng spears a big eel.
71,37.106860891455135,37.323382073441934,mɔ̀ɔk,37.106860891455135,37.323382073441934,eel:SG,36.2185626362791,37.76259935857127,Ka Deng ókëdø ki møøg me dwøng.,36.2185626362791,37.76259935857127,And then Deng spears a big eel.
72,37.323382073441934,37.76259935857127,mɛ́-dwɔ̂́ŋ,37.323382073441934,37.76259935857127,ATTR-big:PERM,36.2185626362791,37.76259935857127,Ka Deng ókëdø ki møøg me dwøng.,36.2185626362791,37.76259935857127,And then Deng spears a big eel.
74,38.54230293237672,38.72229431962014,kāa,38.54230293237672,38.72229431962014,SEQ,38.54230293237672,39.44817812847171,Ka gø kääle kal.,38.54230293237672,39.44817812847171,And then he brought it home.
75,38.72229431962014,38.84752381221314,gɔ̀,38.72229431962014,38.84752381221314,PRONOBJ,38.54230293237672,39.44817812847171,Ka gø kääle kal.,38.54230293237672,39.44817812847171,And then he brought it home.
76,38.84752381221314,39.15120533175117,kʌ̌ʌʌl-ɛ́,38.84752381221314,39.15120533175117,carry:PETAL-3SG,38.54230293237672,39.44817812847171,Ka gø kääle kal.,38.54230293237672,39.44817812847171,And then he brought it home.
77,39.15120533175117,39.44817812847171,kàl,39.15120533175117,39.44817812847171,compound:SG,38.54230293237672,39.44817812847171,Ka gø kääle kal.,38.54230293237672,39.44817812847171,And then he brought it home.
79,42.45421131766223,42.60121762892791,kāa,42.45421131766223,42.60121762892791,SEQ,42.45421131766223,44.00477141884279,Ka møøg thal yi nyagøle.,42.45421131766223,44.00477141884279,And then his wife cooks the eel.
80,42.60121762892791,43.06054536765501,mɔ̀ɔk,42.60121762892791,43.06054536765501,eel,42.45421131766223,44.00477141884279,Ka møøg thal yi nyagøle.,42.45421131766223,44.00477141884279,And then his wife cooks the eel.
81,43.06054536765501,43.41412110959399,t̪ấal,43.06054536765501,43.41412110959399,cook,42.45421131766223,44.00477141884279,Ka møøg thal yi nyagøle.,42.45421131766223,44.00477141884279,And then his wife cooks the eel.
82,43.41412110959399,43.48129730931496,ɪ̀,43.41412110959399,43.48129730931496,ERG,42.45421131766223,44.00477141884279,Ka møøg thal yi nyagøle.,42.45421131766223,44.00477141884279,And then his wife cooks the eel.
83,43.48129730931496,44.00477141884279,ɲā-gɔ̂́l-ɛ̄,43.48129730931496,44.00477141884279,wife:POSS3SG,42.45421131766223,44.00477141884279,Ka møøg thal yi nyagøle.,42.45421131766223,44.00477141884279,And then his wife cooks the eel.
85,46.18718848500045,46.31910393859449,dɛ́,46.18718848500045,46.31910393859449,BUT,46.18718848500045,46.93195433293951,De nganani ,46.18718848500045,48.8061006184389,But that person [his wife] had already cooked porridge.
86,46.31910393859449,46.93195433293951,ŋàaan-ánɪ́,46.31910393859449,46.93195433293951,person:CS-DEM,46.18718848500045,46.93195433293951,De nganani ,46.18718848500045,48.8061006184389,But that person [his wife] had already cooked porridge.
88,47.875821592566055,48.14147718150696,rû́m,47.875821592566055,48.14147718150696,finish:NEVIDPAST,47.875821592566055,48.8061006184389,rum thal ki kwän.,46.18718848500045,48.8061006184389,But that person [his wife] had already cooked porridge.
89,48.14147718150696,48.38369257142367,t̪āal,48.14147718150696,48.38369257142367,cook:AGENTNOM,47.875821592566055,48.8061006184389,rum thal ki kwän.,46.18718848500045,48.8061006184389,But that person [his wife] had already cooked porridge.
90,48.38369257142367,48.51183232608928,kɪ́,48.38369257142367,48.51183232608928,PREP,47.875821592566055,48.8061006184389,rum thal ki kwän.,46.18718848500045,48.8061006184389,But that person [his wife] had already cooked porridge.
91,48.51183232608928,48.8061006184389,kwʌ̄n,48.51183232608928,48.8061006184389,porridge:SG,47.875821592566055,48.8061006184389,rum thal ki kwän.,46.18718848500045,48.8061006184389,But that person [his wife] had already cooked porridge.
93,50.61642414139581,50.7617156680506,kāa,50.61642414139581,50.7617156680506,SEQ,50.61642414139581,52.41859894136452,Ka otädø ki akelø me caam møøg.,50.61642414139581,52.41859894136452,And then [= after he arrived with the fish] she cooked akelo to be eaten with the eel.
94,50.7617156680506,51.15689448809148,ʊ̀-t̪ʌ̀ʌʌt-ɔ̀,50.7617156680506,51.15689448809148,PRES-cook:ANTIPASS,50.61642414139581,52.41859894136452,Ka otädø ki akelø me caam møøg.,50.61642414139581,52.41859894136452,And then [= after he arrived with the fish] she cooked akelo to be eaten with the eel.
95,51.15689448809148,51.23210372906133,kɪ́,51.15689448809148,51.23210372906133,PREP,50.61642414139581,52.41859894136452,Ka otädø ki akelø me caam møøg.,50.61642414139581,52.41859894136452,And then [= after he arrived with the fish] she cooked akelo to be eaten with the eel.
96,51.23210372906133,51.60049100955157,àkɛ̌ɛlɔ́,51.23210372906133,51.60049100955157,akelo,50.61642414139581,52.41859894136452,Ka otädø ki akelø me caam møøg.,50.61642414139581,52.41859894136452,And then [= after he arrived with the fish] she cooked akelo to be eaten with the eel.
97,51.60049100955157,52.05092818433282,mɛ́-cāaam,51.60049100955157,52.05092818433282,MODIF-eat:APPL,50.61642414139581,52.41859894136452,Ka otädø ki akelø me caam møøg.,50.61642414139581,52.41859894136452,And then [= after he arrived with the fish] she cooked akelo to be eaten with the eel.
98,52.05092818433282,52.41859894136452,mɔ̀ɔk,52.05092818433282,52.41859894136452,k.o.fish,50.61642414139581,52.41859894136452,Ka otädø ki akelø me caam møøg.,50.61642414139581,52.41859894136452,And then [= after he arrived with the fish] she cooked akelo to be eaten with the eel.
100,54.34027297472235,54.64357117785458,à-ǒr-ɛ́,54.34027297472235,54.64357117785458,send:SEQPAST,54.34027297472235,55.39471128830614,Aöre nyawäde,54.34027297472235,58.3668409268997,And then she sent her little son to the centre of the village to call his father.
101,54.64357117785458,55.39471128830614,ɲàa wʌ̂́ʌʌt-ɛ̄,54.64357117785458,55.39471128830614,DIMIN son-3SG,54.34027297472235,55.39471128830614,Aöre nyawäde,54.34027297472235,58.3668409268997,And then she sent her little son to the centre of the village to call his father.
103,55.897801694780505,56.57076997593701,dï̄-pâac,55.897801694780505,56.57076997593701,center:CS-village:SG,55.897801694780505,56.57076997593701, dïpac,54.34027297472235,58.3668409268997,And then she sent her little son to the centre of the village to call his father.
105,57.26023384810413,57.626872538271314,bɛ̄ɛ,57.26023384810413,57.626872538271314,PREP,57.26023384810413,58.3668409268997,be cwøli wïye.,54.34027297472235,58.3668409268997,And then she sent her little son to the centre of the village to call his father.
106,57.626872538271314,58.00026954530794,cwɔ̂́ɔl-ɪ̀,57.626872538271314,58.00026954530794,call-SG,57.26023384810413,58.3668409268997,be cwøli wïye.,54.34027297472235,58.3668409268997,And then she sent her little son to the centre of the village to call his father.
107,58.00026954530794,58.3668409268997,wíij-ɛ̄,58.00026954530794,58.3668409268997,father:CS-3SG,57.26023384810413,58.3668409268997,be cwøli wïye.,54.34027297472235,58.3668409268997,And then she sent her little son to the centre of the village to call his father.
109,60.45188874710172,60.59465525472112,kɛ̂ɲ,60.45188874710172,60.59465525472112,ADV,60.45188874710172,61.53254361452536,"Keny-a awanhi Deng kal,",60.45188874710172,61.53254361452536,When Deng reached the compound
110,60.59465525472112,60.96712966188018,āa-wʌ̀n̪ɪ̀,60.59465525472112,60.96712966188018,PASTPAF-reach:PETAL,60.45188874710172,61.53254361452536,"Keny-a awanhi Deng kal,",60.45188874710172,61.53254361452536,When Deng reached the compound
111,60.96712966188018,61.21765661184477,dɛ̄ɛŋ,60.96712966188018,61.21765661184477,Deng,60.45188874710172,61.53254361452536,"Keny-a awanhi Deng kal,",60.45188874710172,61.53254361452536,When Deng reached the compound
112,61.21765661184477,61.53254361452536,kàl,61.21765661184477,61.53254361452536,compound:SG,60.45188874710172,61.53254361452536,"Keny-a awanhi Deng kal,",60.45188874710172,61.53254361452536,When Deng reached the compound
114,63.517115842709714,63.682317591105935,kāa,63.517115842709714,63.682317591105935,SEQ,63.517115842709714,64.77975581368001,"Ka köbbi yi cyëge kinni,",63.517115842709714,64.77975581368001,then she said [to him] like this:
115,63.682317591105935,63.97978670757038,kóop-ɪ̀,63.682317591105935,63.97978670757038,say-BENEF,63.517115842709714,64.77975581368001,"Ka köbbi yi cyëge kinni,",63.517115842709714,64.77975581368001,then she said [to him] like this:
116,63.97978670757038,64.03965470585254,ɪ̀,63.97978670757038,64.03965470585254,ERG,63.517115842709714,64.77975581368001,"Ka köbbi yi cyëge kinni,",63.517115842709714,64.77975581368001,then she said [to him] like this:
117,64.03965470585254,64.38389569597491,cjếeek-ɛ̄,64.03965470585254,64.38389569597491,wife-POSS3SG,63.517115842709714,64.77975581368001,"Ka köbbi yi cyëge kinni,",63.517115842709714,64.77975581368001,then she said [to him] like this:
118,64.38389569597491,64.77975581368001,kɪ̂n-ɪ̀,64.38389569597491,64.77975581368001,QUOTE,63.517115842709714,64.77975581368001,"Ka köbbi yi cyëge kinni,",63.517115842709714,64.77975581368001,then she said [to him] like this:
120,67.20060573621097,67.40253163065469,càm,67.20060573621097,67.40253163065469,eat:IMPERAT,67.20060573621097,68.47873405332818,Cam akelø kï kal,67.20060573621097,68.47873405332818,"Eat akelo in the compound, "
121,67.40253163065469,67.9244736464558,àkɛ̌ɛlɔ́,67.40253163065469,67.9244736464558,akelo,67.20060573621097,68.47873405332818,Cam akelø kï kal,67.20060573621097,68.47873405332818,"Eat akelo in the compound, "
123,67.98426266993766,68.10060887779426,kɪ̀,67.98426266993766,68.10060887779426,LOC,67.20060573621097,68.47873405332818,Cam akelø kï kal,67.20060573621097,68.47873405332818,"Eat akelo in the compound, "
124,68.10060887779426,68.47873405332818,kàl,68.10060887779426,68.47873405332818,compound:SG,67.20060573621097,68.47873405332818,Cam akelø kï kal,67.20060573621097,68.47873405332818,"Eat akelo in the compound, "
126,69.7336254494746,69.92901829790492,kāa,69.7336254494746,69.92901829790492,SEQ,69.7336254494746,71.19305045829213,ka wiy kwän kïdhi dïpac,69.7336254494746,71.19305045829213,"and let porridge be taken to the centre, "
127,69.92901829790492,70.09276935007267,wɪ̂́ɪj,69.92901829790492,70.09276935007267,AUX (let),69.7336254494746,71.19305045829213,ka wiy kwän kïdhi dïpac,69.7336254494746,71.19305045829213,"and let porridge be taken to the centre, "
128,70.09276935007267,70.40893484310425,kwʌ̄n,70.09276935007267,70.40893484310425,porridge,69.7336254494746,71.19305045829213,ka wiy kwän kïdhi dïpac,69.7336254494746,71.19305045829213,"and let porridge be taken to the centre, "
129,70.40893484310425,70.62433045787876,kît̪-ɪ̀,70.40893484310425,70.62433045787876,carry:FUGAL-DEST,69.7336254494746,71.19305045829213,ka wiy kwän kïdhi dïpac,69.7336254494746,71.19305045829213,"and let porridge be taken to the centre, "
130,70.62433045787876,71.19305045829213,dï̄-pâac,70.62433045787876,71.19305045829213,center:CS-village:SG,69.7336254494746,71.19305045829213,ka wiy kwän kïdhi dïpac,69.7336254494746,71.19305045829213,"and let porridge be taken to the centre, "
132,71.74294350989078,71.92262192208847,máa,71.74294350989078,71.92262192208847,because,71.74294350989078,73.53868532112875,má cam cam ka wëënyø kĩ paan.,71.74294350989078,73.53868532112875,because eating is eaten by deceit in this village.
133,71.92262192208847,72.155054509356,cám,71.92262192208847,72.155054509356,eat:AGENTNOM,71.74294350989078,73.53868532112875,má cam cam ka wëënyø kĩ paan.,71.74294350989078,73.53868532112875,because eating is eaten by deceit in this village.
134,72.155054509356,72.42241676170303,cấm,72.155054509356,72.42241676170303,eat:PRESENT,71.74294350989078,73.53868532112875,má cam cam ka wëënyø kĩ paan.,71.74294350989078,73.53868532112875,because eating is eaten by deceit in this village.
135,72.42241676170303,72.60739413396638,kấa,72.42241676170303,72.60739413396638,PREP:FOCUS,71.74294350989078,73.53868532112875,má cam cam ka wëënyø kĩ paan.,71.74294350989078,73.53868532112875,because eating is eaten by deceit in this village.
136,72.60739413396638,73.00456681285169,wéeeɲ̀ɔ,72.60739413396638,73.00456681285169,deceit,71.74294350989078,73.53868532112875,má cam cam ka wëënyø kĩ paan.,71.74294350989078,73.53868532112875,because eating is eaten by deceit in this village.
137,73.00456681285169,73.12152707013864,kɪ̀,73.00456681285169,73.12152707013864,LOC,71.74294350989078,73.53868532112875,má cam cam ka wëënyø kĩ paan.,71.74294350989078,73.53868532112875,because eating is eaten by deceit in this village.
138,73.12152707013864,73.53868532112875,pàaan,73.12152707013864,73.53868532112875,village:SG:DEM1,71.74294350989078,73.53868532112875,má cam cam ka wëënyø kĩ paan.,71.74294350989078,73.53868532112875,because eating is eaten by deceit in this village.
140,74.61482371390134,75.08105078135628,cʊ̄ʊt̪-ɛ̄,74.61482371390134,75.08105078135628,end:3SG,74.61482371390134,75.08105078135628,Codhe,74.61482371390134,75.08105078135628,After that
